name,default_name,is_team
Iron Hammer,Iron Hammer,f
Django Freeman,Django Freeman,f
Odin(-| )?force Thor,Odin-Force Thor,f
Jean Gr(e|a)y,Jean Grey,f
Ant(-| )?Mans?,Ant-Man,f
Nate Gr(e|a)y,Nate Grey,f
Ultimates? Scarlet Witch,Ultimate Scarlet Witch,f
Ultimates? Thor,Ultimate Thor,f
Ultimates? Wasp,Ultimate Wasp,f
Ultimate Armor,Ultimate Armor,f
It Girl,It Girl,f
Purple Girl,Purple Girl,f
Kara Killgrave,Kara Killgrave,f
Livewires,Livewires,t
Gothic Lolita,Gothic Lolita,f
Hollow ?point Ninja,Hollowpoint Ninja,f
Social Butterfly,Social Butterfly,f
Cornfed,Cornfed,f
Stem Cell,Stem Cell,f
Mr\.? Gum,Mr. Gum,f
Namor,Namor,f
NFL Super ?pro,NFL Superpro,f
Nick Fury,Nick Fury,f
Night Thrasher,Night Thrasher,f
Perun,Perun,f
Phantom Bullet,Phantom Bullet,f
Sabra,Sabra,f
Savage Steel,Savage Steel,f
Slapstick,Slapstick,f
Sleepwalker,Sleepwalker,f
Solo,Solo,f
Squirrel Girl,Squirrel Girl,f
Stingray,Stingray,f
Shreck,Shreck,f
Terror,Terror,f
Tiamat,Tiamat,f
Ulysses (Solomon )?Archer,Ulysses Solomon Archer,f
Uri Geller,Uri Geller,f
Whizzer,Whizzer,f
Ai Apaec,Ai Apaec,f
Answer,Answer,f
Armadillo,Armadillo,f
Armless Tiger Man,Armless Tiger Man,f
Asbestos Man,Asbestos Man,f
Blackout,Blackout,f
Bushwacker,Bushwacker,f
Chance,Chance,f
Crusader,Crusader,f
Arthur Blackwood,Arthur Blackwood,f
Defiler,Defiler,f
Delphyne Gorgon,Delphyne Gorgon,f
Elves with Guns,Elves with Guns,f
Sylvie Lushton,Sylvie Lushton,f
Freelancers,Freelancers,f
Goom,Goom,f
John Horton,John Horton,f
Griffin,Griffin,f
Grizzly,Grizzly,f
Maxwell Markham,Maxwell Markham,f
Hybrid,Hybrid,f
Jinku,Jinku,f
Kangaroo,Kangaroo,f
Madcap,Madcap,f
Mangog,Mangog,f
Masked Marauder,Masked Marauder,f
Molecule Man,Molecule Man,f
Brady Briedel,Brady Briedel,f
Frank Simpson,Frank Simpson,f
Nuke,Nuke,f
Null,Null,f
Orb,Orb,f
Presence,Presence,f
Pretty Persuasions,Pretty Persuasions,f
Pride,Pride,f
Quicksand,Quicksand,f
Ruby Thursday,Ruby Thursday,f
Russian,Russian,f
Scramble,Scramble,f
Skreet,Skreet,f
Southpaw,Southpaw,f
Stilt(-| )?Man,Stilt-Man,f
Swarm,Swarm,f
Terminus,Terminus,f
Tiger Shark,Tiger Shark,f
Todd Ziller,Todd Ziller,f
Vamp,Vamp,f
Denise Baranger,Denise Baranger,f
Wrarrl,Wrarrl,f
Wrecker,Wrecker,f
Yologarch,Yologarch,f
Killgrave,Killgrave,f
Purple(-| )Man,Purple Man,f
Blink,Blink,f
Morph,Morph,f
Darkdevil,Darkdevil,f
Zane Yama,Zane Yama,f
J-?2,J-2,f
Wild Thing,Wild Thing,f
Ultimates? Hawk(-| )?eye,Ultimate Hawkeye,f
Ultimates? Punisher,Ultimate Punisher,f
Tyrone Cash,Tyrone Cash,f
Leonard Williams,Leonard Williams,f
Ultimate Human Torch,Ultimate Human Torch,f
Ultimate Invisible Woman,Ultimate Invisible Woman,f
Ultimates? Reed Richards,Ultimate Reed Richards,f
Ultimates? (Mister|Mr\.?) Fantastic,Ultimate Reed Richards,f
Maker,Maker,f
Ultimates? Ben Grimm,Ultimate Thing,f
Ultimates? Thing,Ultimate Thing,f
The Thing,The Thing,f
Ultimates? Black Widow,Ultimate Black Widow,f
Ultimates? Henry Pym,Ultimate Henry Pym,f
Ultimates? Hank Pym,Ultimate Henry Pym,f
Ultimates? Ant(-| )?Man,Ultimate Henry Pym,f
Big Bertha,Big Bertha,f
Lara Croft,Lara Croft,f
Tahu,Tahu,f
Mr\.? 3,Mr. 3,f
Galdino,Mr. 3,f
Codpiece,Codpiece,f
Eeth Koth,Eeth Koth,f
Ogremon,Ogremon,f
Mean Angel,Mean Angel,f
Mean Machine Angel,Mean Machine Angel,f
Spider(-| )?(Man )?India,Spider-Man India,f
Pavitr Prabhakar,Pavitr Prabhakar,f
Fabian Gray,Fabian Gray,f
Elmer Fudd,Elmer Fudd,f
Licht Bach,Licht Bach,f
Toxie Doxie,Toxie Doxie,f
Jack the Ripper,Jack the Ripper,f
Greil,Greil,f
Dimitri,Dimitri,f
Dimitri Alexandre Blaiddyd,Dimitri Alexandre Blaiddyd,f
Outsiders,Outsiders,t
Swim Swim,Swim Swim,f
Cyborgs,Cyborgs,t
Henrietta,Henrietta,f
Triela,Triela,f
Claes,Claes,f
Beatrice,Beatrice,f
Angelica,Angelica,f
Petrushka,Petrushka,f
Lickitung,Lickitung,f
Erika,Erika,f
Falkner,Falkner,f
Jane,Jane,f
Daiki Morishita,Morishita Daiki,f
Morishita Daiki,Morishita Daiki,f
Gr(a|e)y Team,Gray Team,f
Ultimate Colossus,Ultimate Colossus,f
Ultimate Cyclops,Ultimate Cyclops,f
Ultimates? Gambit,Ultimate Gambit,f
Ultimates? Ice(-| )?man,Ultimates Iceman,f
Jimmy Hudson,Jimmy Hudson,f
Kitty Pryde,Kitty Pryde,f
Ultimates? Kitty Pryde,Ultimate Kitty Pryde,f
Ultimates? Magneto,Ultimate Magneto,f
T\.?E\.?S\.?S\.?(-| )One,TESS-One,f
Origin,Origin,f
Cyttorak,Cyttorak,f
Mecha Sonic,Mecha Sonic,f
Power(-| )?ups?,Power-ups,f
Fahai,Fahai,f
Norgal,Norgal,f
Volgarr,Volgarr,f
Charlie's Angels,Charlie's Angels,t
Natalie Cook,Natalie Cook,f
Alex Munday,Alex Munday,f
Dylan Sanders,Dylan Sanders,f
Madison Lee,Madison Lee,f
Penny Plunderer,Penny Plunderer,f
Joe Coyne,Joe Coyne,f
New Genesis,New Genesis,t
Lonar,Lonar,f
Fastbak,Fastbak,f
Forager 1,Forager 1,f
Ents?,Ents,f
Kasumi Yoshizawa,Kasumi Yoshizawa,f
Juan Aguacate,Juan Aguacate,f
Koga,Koga,f
Kamado Tanjirou?,Kamado Tanjiro,f
Tanjirou? Kamado,Kamado Tanjiro,f
Nth Man,Nth Man,f
Gordon,Gordon,f
Horsea,Horsea,f
Seadra,Seadra,f
Kingdra,Kingdra,f
Vi,Vi,f
Monster Hunter,Monster Hunter,f
Lacile,Lacile,f
Turner,Turner,f
Ragnar Blackmane,Ragnar Blackmane,f
(Ron'?s Dad|Weasley)'?s? Car,Flying Ford Anglia,f
Peter Parquagh,Peter Parquagh,f
The Spider,The Spider,f
Poptropican,Poptropican,f
Poptropic,Poptropica,f
Jebediah McKenna,Jebediah McKenna,f
Allah,Allah,f
Ultimates? Night ?crawler,Ultimate Nightcrawler,f
Ultimates? Rogue,Ultimate Rogue,f
Ultimates? Storm,Ultimate Storm,f
Ultimates? Wolverine,Ultimate Wolverine,f
Lana Baumgartner,Lana Baumgartner,f
Victor Van Damme,Victor Van Damme,f
Ultimates? (Doctor|Dr)\.? Doom,Ultimate Doctor Doom,f
Ultimates? (Doctor|Dr\.?) Octopus,Ultimate Doctor Octopus,f
Ultimates? Loki,Ultimate Loki,f
Ultimates? Nuke,Ultimate Nuke,f
Ultimates? Ghost ?Rider,Ultimate Ghost Rider,f
Ultimates? Red Skull,Ultimate Red Skull,f
Sabertooth,Sabertooth,f
Ultimates? Sabretooth,Ultimate Sabretooth,f
Ultimates? Sabertooth,Ultimate Sabretooth,f
Ultimates? Thanos,Ultimate Thanos,f
Ultron-Thor,Ultron-Thor,f
Ultron Thor,Ultron Thor,f
Akhenaten,Akhenaten,f
Alien Champion,Alien Champion,f
Barracuda,Barracuda,f
Burner,Burner,f
Captain Citrus,Captain Citrus,f
Danielle Cage,Danielle Cage,f
Deathlok,Deathlok,f
Death's Head,Death's Head,f
(Doctor|Dr\.?) Spectrum,Doctor Spectrum,f
Dreadpool,Dreadpool,f
Earth(-| )89721,Earth 89721,f
Ego the Necroworld,Ego the Necroworld,f
(Five|5) Ronin,Five Ronin,t
Fury,Fury,f
Goddesses of Thunder,Goddesses of Thunder,t
Frigg,Frigg,f
Ellisiv,Ellisiv,f
Atli,Atli,f
Host Rider,Host Rider,f
King Loki,King Loki,f
Matthew Murdock,Matthew Murdock,f
(Mister|Mr\.?) Fantastic,Mister Fantastic,f
Nighthawk,Nighthawk,f
Old Man Hawk(-| )?eye,Old Man Hawkeye,f
Petros,Petros,f
Power Princess,Power Princess,f
Zarda,Zarda,f
Red Sonja,Red Sonja,f
Ruby Summers,Ruby Summers,f
Vendetta,Vendetta,f
Jodie Christianson,Jodie Christianson,f
Jodie,Jodie,f
Hit(-| )?Girl,Hit-Girl,f
Nemesis,Nemesis,f
Black Dragon,Black Dragon,f
Gravezord,Gravezord,f
Infiltrator Putty,Infiltrator Putty,f
Putty Infiltrator,Infiltrator Putty,f
Drakkon,Lord Drakkon,f
Psycho Green,Psycho Green,f
Trek,Trek,f
Ranger Slayer,Ranger Slayer,f
Abacus,Abacus,f
Aynos,Aynos,f
Grum,Grum,f
Henge,Henge,f
Ice,Ice,f
Grawp,Grawp,f
Baraka,Baraka,f
Hydro,Hydro,f
Special Forces,Special Forces,t
Mikka Stone,Mikka Stone,f
Cody Finnigan,Cody Finnigan,f
Torque,Torque,f
Sylence,Sylence,f
Vapor,Vapor,f
Siang,Siang,f
Zaggot,Zaggot,f
Rook,Rook,f
Kombatant,Kombatant,f
M'egga Man,M'egga Man,f
Proto ?Man,Proto Man,f
Quake Woman,Quake Woman,f
Roll,Roll,f
X,X,f
Envy Adams,Envy Adams,f
Knives,Knives,f
Knives Chau,Knives Chau,f
League of Evil Exes,League of Evil Exes,t
Dedede,King Dedede,f
Ultimate Cap(tain America)?,Ultimate Captain America,f
(7|Seven) Evil Exes,League of Evil Exes,t
Matthew Patel,Matthew Patel,f
Lucas Lee,Lucas Lee,f
Todd Ingram,Todd Ingram,f
Roxanne,Roxanne,f
Katayanagi,Katayanagi,f
Gideon Graves,Gideon Graves,f
Ramona,Ramona,f
Ramona Flowers,Ramona Flowers,f
Scott Pilgrim,Scott Pilgrim,f
Antoine D'Coolette,Antoine D'Coolette,f
Bean the Dynamite,Bean the Dynamite,f
Bunnie D'Coolette,Bunnie D'Coolette,f
Eclipse the Darkling,Eclipse the Darkling,f
Enerjak,Enerjak,f
Geoffrey St\.? John,Geoffrey St. John,f
Mighty the Armadillo,Mighty the Armadillo,f
Nauguses,Nauguses,f
Witchcarters?,Witchcarters,f
Sally Acorn,Sally Acorn,f
Rotor the Walrus,Rotor the Walrus,f
Scourge the Hedgehog,Scourge the Hedgehog,f
Scourge,Scourge,f
Sonic Man,Sonic Man,f
Universalamander,Universalamander,f
Whisper the Wolf,Whisper the Wolf,f
Gunslinger Spawn,Gunslinger Spawn,f
Jeremy Winston,Jeremy Winston,f
Medieval Spawn,Medieval Spawn,f
Sir John of York,Sir John of York,f
Overt(-| )?Kill,Overt-Kill,f
Spawn,Spawn,f
Tremor,Tremor,f
Violator,Violator,f
Bats,Bats,f
Jocasta Nu,Jocasta Nu,f
Karbin,Commander Karbin,f
Kirak Infil'a,Kirak Infil'a,f
Momin,Momin,f
Tenth Brother,Tenth Brother,f
A'Sharad Hett,A'Sharad Hett,f
Krayt,Darth Krayt,f
Darth Talon,Darth Talon,f
Fortris Gall,Fortris Gall,f
K'Kruhk,K'Kruhk,f
Roblio Dart(é|e),Roblio Darté,f
Sharad Hett,Sharad Hett,f
Xesh,Xesh,f
Tau,Tau,f
General Luke Skywalker,General Luke Skywalker,f
Kid Supreme,Kid Supreme,f
Suprema,Suprema,f
Mean Supreme,Mean Supreme,f
Supreme,Supreme,f
Probe Supreme,Probe Supreme,f
Lady Supreme,Lady Supreme,f
Alopex,Alopex,f
Hun,Hun,f
Leather ?head,Leatherhead,f
Nobody,Nobody,f
Karai,Karai,f
Slash,Slash,f
X(-| )?O Manowar,X-O Manowar,f
Divinity,Divinity,f
Eternal Warrior,Eternal Warrior,f
Ninja-?k,Ninja-k,f
Obadiah Archer,Obadiah Archer,f
Quantum,Quantum,f
Woody,Woody,f
Shadowman,Shadowman,f
Toyo Harada,Toyo Harada,f
Zephyr,Zephyr,f
Agent Orange,Agent Orange,f
Ambrose Chase,Ambrose Chase,f
Backlash,Backlash,f
Battalion,Battalion,f
Caitlin Fairchild,Caitlin Fairchild,f
Diva,Diva,f
Doctor,Doctor,f
Habib ben Hassan,Habib ben Hassan,f
Engineer,Engineer,f
Angela Spica,Angela Spica,f
Fahrenheit,Fahrenheit,f
Flashpoint,Flashpoint,f
Flint,Flint,f
Fuji,Fuji,f
Grifter,Grifter,f
Grunge,Grunge,f
Hellstrike,Hellstrike,f
The High,The High,f
Jack Hawksmoor,Jack Hawksmoor,f
Jenny Quantum,Jenny Quantum,f
Jenny Sparks,Jenny Sparks,f
Ladytron,Ladytron,f
Maul,Maul,f
(Mister|Mr\.?) Majestic,Mr. Majestic,f
Void,Void,f
Voodoo,Voodoo,f
Warblade,Warblade,f
Zealot,Zealot,f
Tintin,Tintin,f
Ahab Predator,Ahab Predator,f
Cacofonix,Cacofonix,f
Asterix,Asterix,f
Obelix,Obelix,f
John Carter of Mars,John Carter of Mars,f
Baby Badass,Baby Badass,f
Badger,Badger,f
Gully,Gully,f
Red Monika,Red Monika,f
Battling Boy,Battling Boy,f
Black Bat,Black Bat,f
John Blacksad,John Blacksad,f
Bomb Queen,Bomb Queen,f
Meriem Cooper,Meriem Cooper,f
Linus Corwynn Weedwhacker,Linus Corwynn Weedwhacker,f
Kiyana Yenasfrin,Kiyana Yenasfrin,f
"Barteus `"Bart`" Yenasfrin","Barteus `"Bart`" Yenasfrin",f
Morfindel,Morfindel,f
Quince,Quince,f
Miles Reyner,Miles Reyner,f
Doctor Solar,Doctor Solar,f
Bold,Bold,f
Invincible Chakra,Invincible Chakra,f
Evil Ernie,Evil Ernie,f
Lady Death,Lady Death,f
Poyo,Poyo,f
Tony Chu,Tony Chu,f
Dartman,Dartman,f
Thomas Diesel,Thomas Diesel,f
Arpin Lusene,Arpin Lusene,f
Scrooge McDuck,Scrooge McDuck,f
Clark Bent,Clark Bent,f
Miracle ?man,Miracleman,f
Empowered,Empowered,f
Soldier of Love,Soldier of Love,f
Norman Osborn,Norman Osborn,f
Boone Dias,Boone Dias,f
Bigby,Bigby Wolf,f
Jack Horner,Jack Horner,f
Fear Agent,Fear Agent,f
Heath Huston,Heath Huston,f
Fantomah,Fantomah,f
Kraa?ng,Krang,f
Stardust the Super Wizard,Stardust the Super Wizard,f
Jason Fox,Jason Fox,f
Eric Forster,Eric Forster,f
Emmy,Emmy,f
Gertrude,Gertrude,f
Kingdom Rush,Kingdom Rush,f
Lie Ling,Lei Ling,f
Lei Ling,Lei Ling,f
Plutonian,Plutonian,f
Qubit,Qubit,f
Santa Klaus,Santa Klaus,f
Lady Mechanika,Lady Mechanika,f
Lucas Falconer,Lucas Falconer,f
Sean Hannity,Sean Hannity,f
G\.? Gordon Liddy,G. Gordon Liddy,f
Madame Mirage,Madame Mirage,f
Frank Einstein,Frank Einstein,f
Sondra,Sondra,f
Walter,Walter,f
The Maxx,The Maxx,f
Alpha One,Alpha One,f
Mighty Titan,Mighty Titan,f
Wall(-| )Might,Wall-Might,f
Majesty,Majesty,f
Sven,Sven,f
Sven the Returned,Sven the Returned,f
Horatio Hellpop,Horatio Hellpop,f
Officer Downe,Officer Downe,f
Yautja,Yautja,f
Luke Ryan,Luke Ryan,f
Rat Queens,Rat Queens,f
Marko,Marko,f
The Will,The Will,f
Scud,Scud,f
Dane Whitman,Dane Whitman,f
Braum,Braum,f
Blue Marvel,Blue Marvel,f
Butterball,Butterball,f
Carol Danvers,Carol Danvers,f
Hank Pym,Hank Pym,f
Jocasta,Jocasta,f
Mockingbird,Mockingbird,f
Sentry,Sentry,f
Spectrum,Spectrum,f
Monica Rambeau,Monica Rambeau,f
Star ?brand,Starbrand,f
Tigra,Tigra,f
Wonder ?Man,Wonder Man,f
Finesse,Finesse,f
Hazmat,Hazmat,f
Mettle,Mettle,f
Reptil,Reptil,f
Striker,Striker,f
Brandon Sharpe,Brandon Sharpe,f
Veil,Veil,f
Builders,Builders,f
Count Nefaria,Count Nefaria,f
Eric Williams,Eric Williams,f
Grim Reaper,Grim Reaper,f
Kang,Kang,f
Kang the Conqueror,Kang the Conqueror,f
Korvac,Korvac,f
Outriders,Outriders,f
Black Order,Black Order,t
Supergiant,Supergiant,f
Black Dwarf,Black Dwarf,f
Black Swan,Black Swan,f
Kaldera,Kaldera,f
She(-| )?Hulk,She-Hulk,f
Jennifer Walters,She-Hulk,f
Mayday Parker,Mayday Parker,f
Spider(-| )?Girl,Spider-Girl,f
Shadow the Hedgehog,Shadow the Hedgehog,f
Shadow,Shadow,f
Max Duncan,Max Duncan,f
Ani(-| )?Max,Ani-Max,f
Lubdan,Lubdan,f
Leprechaun,Leprechaun,f
Alex Power,Alex Power,f
Julie Power,Julie Power,f
Jack Power,Jack Power,f
Katie Power,Katie Power,f
Power Pack,Power Pack,t
Kid Kaiju,Kid Kaiju,f
NoFace,NoFace,f
Apocalypse Machine,Apocalypse Machine,f
Ludo,Ludo,f
Ludo Avarius,Ludo Avarius,f
Magic High Commission,Magic High Commission,t
Glossaryck,Glossaryck,f
Hekapoo,Hekapoo,f
Rhombulus,Rhombulus,f
Omnitraxus,Omnitraxus,f
Lekmet,Lekmet,f
Tom Lucitor,Tom Lucitor,f
Eclipsa,Eclipsa,f
Queen Moon,Queen Moon,f
Moon Butterfly,Moon Butterfly,f
Hank Morgan,Hank Morgan,f
Toffee,Toffee,f
Petey Piranha,Petey Piranha,f
King Boo,King Boo,f
Princess Toadstool,Princess Toadstool,f
Toad,Toad,f
Stitchpunks?,Stitchpunks,f
Barbatos,Barbatos,f
World Forger,World Forger,f
Eldrad,Eldrad,f
Horus,Horus,f
Horus Lupercal,Horus Lupercal,f
Captain Titus,Captain Titus,f
Balrog,Balrog,f
Robobot Armou?r,Robobot Armor,f
Susie,Susie,f
Taranza,Taranza,f
Magolor,Magolor,f
Darkness,Darkness,f
Animal Friends,Animal Friends,t
Kine,Kine,f
Coo,Coo,f
Nago,Nago,f
ChuChu,ChuChu,f
Pitch,Pitch,f
Takanuva,Takanuva,f
Happy,Happy,f
Sideshow Bob,Sideshow Bob,f
Lucky,Lucky,f
Lucky the Leprechaun,Lucky the Leprechaun,f
Gina,Gina,f
Goro,Goro,f
Ermac,Ermac,f
Wan,Wan,f
Avatar Wan,Avatar Wan,f
Drazil,Drazil,f
Cube,Cube,f
Iruini,Iruini,f
Gortys,Gortys,f
Karma Abyss,Karma Abyss,f
R\.O\.T\.O\.R,R.O.T.O.R.,f
Leatherface,Leatherface,f
Indrajit,Indrajit,f
Macavity,Macavity,f
Adriana Soria,Adriana Soria,f
Spider(-| )?Queen,Spider-Queen,f
Robbie Reye?s,Robbie Reyes,f
Kluh,Kluh,f
Awesome Android,Awesome Android,f
Awesome Andy,Awesome Andy,f
Art Lean,Art Lean,f
T' ?Chall?a,Black Panther,f
Sogii?ta Gunha,Sogiita Gunha,f
Gunha Sogii?ta,Sogiita Gunha,f
Psiren,Psiren,f
Envy,Envy,f
Izumi Curtis,Izumi Curtis,f
Tringham,Tringham,f
Roy Mustang,Roy Mustang,f
Mustang,Mustang,f
Gluttony,Gluttony,f
Riza Hawkeye,Riza Hawkeye,f
Lust,Lust,f
Sloth,Sloth,f
Greed,Greed,f
Kimblee,Kimblee,f
Chimeras?,Chimeras,f
Fem(-| )?Thor,FemThor,f
Female Thor,FemThor,f
Blue Djinn,Blue Djinn,f
Cranberry,Cranberry,f
Musician of the Forest,Musician of the Forest,f
Ultimate Predator,Ultimate Predator,f
Sips,Sips,f
Wizard of Speed and Time,Wizard of Speed and Time,f
Elizabeth,Elizabeth,f
Shepard,Shepard,f
Garou,Garou,f
Kan,Kan,f
Ball Kirby,Ball Kirby,f
Sakuya( Izayoi)?,Sakuya Izayoi,f
Tewi Inaba,Tewi Inaba,f
Scaler,Scaler,f
Shin,Shin,f
Shun,Shun,f
Rodney Copperbottom,Rodney Copperbottom,f
Sektor,Sektor,f
Stryker,Stryker,f
Ultimate Electro,Ultimate Electro,f
Ultimate Captain Marvel,Ultimate Captain Marvel,f
Ultimate Spider(-| )?Man,Ultimate Spider-Man,f
Moon Knight,Moon Knight,f
Ultimate Moon Knight,Ultimate Moon Knight,f
Ultimate Green Goblin,Ultimate Green Goblin,f
Gein,Gein,f
Aoshi,Aoshi,f
RED Engineer,RED Engineer,f
BLU Spy,BLU Spy,f
Fifth Brother,Fifth Brother,f
Fifth Brother (and|&) (The )?Seventh Sister,Fifth Brother and Seventh Sister,t
Seventh Sister (and|&) (the )?Fifth Brother,Fifth Brother and Seventh Sister,t
Meliodas,Meliodas,f
Kull of Atlantis,Kull of Atlantis,f
Goon,Goon,f
Liara,Liara,f
Thors,Thors,f
Thors Snorresson,Thors Snorresson,f
Pun(-| )Pun,Pun-Pun,f
Crow,Crow,f
Yamcha,Yamcha,f
Spopovich,Spopovich,f
Bill (and|&) Ted,Bill & Ted,t
Theodore Logan,Theodore Logan,f
Bill( S\.?)? Preston,Bill S. Preston,f
Doomguy,Doomguy,f
Doomg Marine,Doomg Marine,f
Dayman,Dayman,f
Day Man,Day Man,f
Gun Man,Gun Man,f
Sword Man,Sword Man,f
Weed Wichards,Weed Wichards,f
Wario,Wario,f
Waluigi,Waluigi,f
Wario (and|&) Waluigi,Wario and Waluigi,t
Black Venom,Black Venom,f
Baby,Baby,f
Fernando,Fernando,f
Melf,Melf,f
Relf,Relf,f
Sensui,Sensui,f
Shinobu Sensui,Shinobu Sensui,f
Sensui Shinobu,Shinobu Sensui,f
Omega(-| )1,Omega-1,f
Sauron,Sauron,f
Jack The Ripper,Jack The Ripper,f
Live(-| )Action Josuke,Live Action Josuke,f
Kevin Straker,Kevin Straker,f
Baby Godzillas?,Baby Godzillas,f
MUTO Prime,MUTO Prime,f
Masuda,Masuda,f
Splinter,Splinter,f
Nimrod,Nimrod,f
Omega Red,Omega Red,f
Onslaught,Onslaught,f
Predator X,Predator X,f
Projector,Projector,f
Proteus,Proteus,f
Random,Random,f
Saber ?tooth,Sabertooth,f
Silver Samurai,Silver Samurai,f
Spiral,Spiral,f
Stryfe,Stryfe,f
Uovu,Uovu,f
Vulcan,Vulcan,f
Anarchist,Anarchist,f
Dead Girl,Dead Girl,f
Mr\.? Sensitive,Mr. Sensitive,f
X(-| )?Statix,X-Statix,f
Young Avengers,Young Avengers,t
Hulkling,Hulkling,f
Iron Lad,Iron Lad,f
Kate Bishop,Kate Bishop,f
Kid Loki,Kid Loki,f
Miss America,Miss America,f
Noh(-| )Varr,Noh-Varr,f
Patriot,Patriot,f
Prodigy,Prodigy,f
David Alleyne,David Alleyne,f
Tommy Shepherd,Tommy Shepherd,f
Thomas Shepherd,Tommy Shepherd,f
Speed,Speed,f
Cassie Lang,Cassie Lang,f
Cassandra Lang,Cassie Lang,f
Wiccan,Wiccan,f
Bartholomew Gallows,Americop,f
Americop,Americop,f
Arkon,Arkon,f
Bengal,Bengal,f
Duc No Tranh,Duc No Tranh,f
Black Tarantula,Black Tarantula,f
James Wa,James Wa,f
Calamity,Calamity,f
Captain,Captain,f
Cloak and Dagger,Cloak and Dagger,f
Darkhawk,Darkhawk,f
Demolition Man,Demolition Man,f
Dinah Soar,Dinah Soar,f
Doorman,Doorman,f
Faiza Hussain,Faiza Hussain,f
Frog(-| )Man,Frog-Man,f
Joseph Green,Joseph Green,f
Greg Willis,Greg Willis,f
Gravity,Gravity,f
Jeannine Sauvage,Jeannine Sauvage,f
Guillotine,Guillotine,f
(Seven|7)th Sister,Seventh Sister,f
I(ro|or)n(-| )?Man,Iron Man,f
Chiao?tzo?u,Chiaotzu,f
Shaolin Cowboy,Shaolin Cowboy,f
Shirtless Bear(-| )Fighter,Shirtless Bear-Fighter,f
Silver Soldiers,Silver Soldiers,f
Marv,Marv,f
Coach (Euless )?Boss,Coach Euless Boss,f
Super Angry Birds,Super Angry Birds,t
Leo Winters,Leo Winters,f
Super ?Gods?,Super Gods,t
Morrigan Lugus,Morrigan Lugus,f
Jerry Cravens,Jerry Cravens,f
Malak,Malak,f
Maitraya,Maitraya,f
Dajjal,Dajjal,f
Tarzan,Tarzan,f
Addison Brody,Addison Brody,f
Smax,Smax,f
Decepticon Justice Division,Decepticon Justice Division,t
Tarn,Tarn,f
Helex,Helex,f
Kaon,Kaon,f
Tesarus,Tesarus,f
Vos,Vos,f
Battle ?ships?,Battleships,f
Umbrella Academy,Umbrella Academy,f
Vampirella,Vampirella,f
Broll Bearmantle,Broll Bearmantle,f
Persephone,Persephone,f
Pitt,Pitt,f
Black Mage,Black Mage,f
Fighter,Fighter,f
Light Warriors,Light Warriors,t
Red Mage,Red Mage,f
Sarda,Sarda,f
Sarda the Sage,Sarda the Sage,f
Thief,Thief,f
Deadhead,Deadhead,f
Hendrick Bastardsword,Hendrick Bastardsword,f
Ingrid Gottoli,Ingrid Gottoli,f
"Isabel `"Izzy`" Fisher","Isabel `"Izzy`" Fisher",f
Nathan Discord,Nathan Discord,f
Dr\.? ?McNinja,Dr. McNinja,f
Fran(s|z) Rayner,Frans Rayner,f
Ron Wizard,Ron Wizard,f
Elliot Dunkel,Elliot Dunkel,f
Grace Sciuridae,Grace Sciuridae,f
Tedd Verres,Tedd Verres,f
Sarah Brown,Sarah Brown,f
Ellen Dunkel,Ellen Dunkel,f
Susan Pompoms,Susan Pompoms,f
Justin Tolkiberrys,Justin Tolkiberry,f
Nanase Kitsune,Nanase Kitsune,f
Big Ears,Big Ears,f
Complains Of Names,Complains Of Names,f
Thaco,Thaco,f
Fumbles,Fumbles,f
Kore,Kore,f
Minmax,Minmax,f
Bro Strider,Bro Strider,f
Dad,Dad,f
Dave Strider,Dave Strider,f
Dirk Strider,Dirk Strider,f
Jade Harley,Jade Harley,f
Jake English,Jake English,f
Jane Crocker,Jane Crocker,f
John Egbert,John Egbert,f
Mom Lalonde,Mom Lalonde,f
Rose Lalonde,Rose Lalonde,f
Roxy Lalonde,Roxy Lalonde,f
Aradia,Aradia,f
Aradia Megido,Aradia Megido,f
Equius,Equius,f
Equius Zahhak,Equius Zahhak,f
Eridan,Eridan Ampora,f
Gamzee,Gamzee Makara,f
Her Imperious Condescension,Her Imperious Condescension,f
Kanaya,Kanaya Maryam,f
Karkat,Karkat Vantas,f
Meenah,Meenah Peixes,f
Nepeta,Nepeta,f
Nepeta Leijon,Nepeta Leijon,f
Sollux,Sollux Captor,f
Tavros,Tavros Nitram,f
Terezi,Terezi Pyrope,f
Vriska,Vriska Serket,f
Becquerel,Becquerel,f
The Felt,The Felt,f
Jack Noir,Jack Noir,f
Lord English,Lord English,f
Spades Slick,Spades Slick,f
Homestuck Universe,Homestuck Universe,f
42,42,f
Blitz,Blitz,f
Gear,Gear,f
Belkar,Belkar Bitterleaf,f
Durkon,Durkon Thundershield,f
Elan,Elan,f
Tarquin,Tarquin,f
General Tarquin,General Tarquin,f
Haley,Haley,f
Haley Starshine,Haley Starshine,f
Nale,Nale,f
Roy,Roy,f
Roy Greenhilt,Roy Greenhilt,f
Saha Kapoor,Saha Kapoor,f
Vaarsuvius,Vaarsuvius,f
Ace Dick,Ace Dick,f
Hysterical Dame,Hysterical Dame,f
Nervous Broad,Nervous Broad,f
Mobster Kingpin,Mobster Kingpin,f
Pickle Inspector,Pickle Inspector,f
Problem Sleuth,Problem Sleuth,f
Mega ?Girl,Mega Girl,f
Alison Green,Alison Green,f
Furnace,Furnace,f
Chris Mackey,Chris Mackey,f
