name,default_name,is_team
Tilestone,Tilestone,f
Wiper,Wiper,f
Zeff,Zeff,f
Bartholomew Kuma,Bartholomew Kuma,f
Kuma,Kuma,f
Black ?beard,Blackbeard,f
Boa,Boa,f
Boa Hancock,Boa Hancock,f
Buggy,Buggy,f
Buggy the( Star)? Clown,Buggy the Clown,f
Sir Crocodile,Sir Crocodile,f
Mihawk,Mihawk,f
Ge(c|k)ko Moriah?,Gekko Moria,f
Brook,Brook,f
Franky,Franky,f
Jinbe,Jinbe,f
Nami,Nami,f
Nico Robin,Nico Robin,f
Zoro,Roronoa Zoro,f
Sanji,Sanji,f
Thousand Sunny,Thousand Sunny,f
Chopper,Chopper,f
Ton(i|y) Ton(i|y) Chopper,Tony Tony Chopper,f
Usopp,Usopp,f
Arlong,Arlong,f
Bartolomeo,Bartolomeo,f
Bentham,Bentham,f
Bon Kurei,Bon Kurei,f
Caesar Clown,Caesar Clown,f
Kuro,Kuro,f
Captain Kuro,Captain Kuro,f
Daz Bones,Daz Bones,f
Jozu,Jozu,f
Don Krieg,Don Krieg,f
El Drago,El Drago,f
Foxy,Foxy,f
Gasparde,Gasparde,f
Gild Tesoro,Gild Tesoro,f
Hody Jones,Hody Jones,f
Jango,Jango,f
Jesus Burgess,Jesus Burgess,f
Marco,Marco,f
Miss Monday,Miss Monday,f
Nyaban Brothers,Nyaban Brothers,f
Oars,Oars,f
Perona,Perona,f
Kumashi,Kumashi,f
Shanks,Shanks,f
Shiki,Shiki,f
(Doctor|Dr\.?) Aris,Dr. Aris,f
Seira J\.? Loyard,Seira J. Loyard,f
Trafalgar( D\.? Water)? Law,Trafalgar D. Water Law,f
Silvers? Rayleigh,Silvers,f
Rayleigh,Rayleigh,f
Edward Newgate,Edward Newgate,f
White ?beard,Whitebeard,f
X Drake,X Drake,f
Drake,Drake,f
"170,?000(-| )Year((-| )Old)? (Magicicada Nymph|Cicada Larva)","170,000-Year Magicicada Nymph",f
Bang,Bang,f
Black Sperm,Black Sperm,f
Silver ?Fang,Silver Fang,f
Arcobaleno,Arcobaleno,f
Bianchi,Bianchi,f
Byakuran,Byakuran,f
CEDEF,CEDEF,t
Consulenza Esterna Della Famiglia,Consulenza Esterna Della Famiglia,t
Iemitsu Sawada,Iemitsu Sawada,f
Lal Mirch,Lal Mirch,f
Turmeric,Turmeric,f
Oregano,Oregano,f
Chrome Dokuro,Chrome Dokuro,f
Dino,Dino,f
Enma Kozato,Enma Kozato,f
Simon Decimo,Simon Decimo,f
Koyo Aoba,Koyo Aoba,f
Rauji Ooyama,Rauji Ooyama,f
P\.? Shitt,P. Shitt,f
Adelheid Suzuki,Adelheid Suzuki,f
Kaoru Mizuno,Kaoru Mizuno,f
Julie Katou?,Julie Katou,f
Funeral Wreaths,Funeral Wreaths,t
Shoichi Irie,Shoichi Irie,f
Rasiel,Rasiel,f
Olgert,Olgert,f
Glo Xinia,Glo Xinia,f
Gamma,Gamma,f
Hayato Gokudera,Hayato Gokudera,f
Gokudera Hayato,Hayato Gokudera,f
I(-| )Pin,I-Pin,f
Kyoya Hibari,Kyoya Hibari,f
Kokuyo (Land|Junior High) Gang,Kokuyo Land Gang,t
Ken Joshima,Ken Joshima,f
Chikusa Kakimoto,Chikusa Kakimoto,f
M\.M\.?,M.M.,f
Lancia,Lancia,f
Flan,Flan,f
Birds,Birds,f
Bloody Twins,Bloody Twins,f
Gigi and Zizi,Gigi and Zizi,f
Lambo,Lambo,f
Manny,Manny,f
Lenny,Lenny,f
Millefiore,Millefiore,t
Baishana,Baishana,f
Ginger Bread,Ginger Bread,f
Iris Hepburn,Iris Hepburn,f
Dendro Chilum,Dendro Chilum,f
Tazaru,Tazaru,f
Nosaru,Nosaru,f
Spanner,Spanner,f
Phantom Knight,Phantom Knight,f
Real Funeral Wreaths,Real Funeral Wreaths,t
Kikyo,Kikyo,f
Zakuro,Zakuro,f
Bluebell,Bluebell,f
Torikabuto,Torikabuto,f
Daisy,Daisy,f
Deisy,Deisy,f
Reborn,Reborn,f
Rokudo Mukuro,Rokudo Mukuro,f
Mukuro Rokudo,Rokudo Mukuro,f
Ryohei Sasagawa,Ryohei Sasagawa,f
Superbi Squalo,Superbi Squalo,f
Takeshi Yamamoto,Takeshi Yamamoto,f
Vongola Decimo,Vongola Decimo,f
Tsunayoshi Sawada,Tsunayoshi Sawada,f
Sawada Tsunayoshi,Tsunayoshi Sawada,f
Tsuna,Tsuna,f
Varia,Varia,t
Belphegor,Belphegor,f
Lussuria,Lussuria,f
Gola Mosca,Gola Mosca,f
Xanxus,Xanxus,f
Hanabi Kawai,Hanabi Kawai,f
Kazane Aoba,Kazane Aoba,f
Aoba Kazane,Kazane Aoba,f
Kotone Fujisaki,Kotone Fujisaki,f
Mio Kusakai,Mio Kusakai,f
Mio,Mio,f
Non Toyoguchi,Non Toyoguchi,f
Nozomi Kaminashi,Nozomi Kaminashi,f
Nozomi,Nozomi,f
Rin Rokudo,Rin Rokudo,f
Sayaka Miyata,Sayaka Miyata,f
Adam Dudley,Adam Dudley,f
Akoya Seishu,Akoya Seishu,f
Bando Yohei,Bando Yohei,f
Gaolang,Gaolang Wongsawat,f
Hanafusa,Hanafusa Hajime,f
Hatsumi Sen,Hatsumi Sen,f
Sen Hatsumi,Hatsumi Sen,f
Imai Cosmo,Imai Cosmo,f
Inaba Ryo,Inaba Ryo,f
Julius Reinhold,Julius Reinhold,f
Kaneda Suekichi,Kaneda Suekichi,f
Kanoh Agito,Kanoh Agito,f
Karo Yoshinari,Karo Yoshinari,f
Kiozan Takeru,Kiozan Takeru,f
Kiryu Setsuna,Kiryu Setsuna,f
Kono Haruo,Kono Haruo,f
Kure Raian,Kure Raian,f
Raian Kure,Kure Raian,f
Kuroki Gensais?,Kuroki Gensai,f
Meguro Masaki,Meguro Masaki,f
Mokichi Robinson,Mokichi Robinson,f
Murobuchi Gozo,Murobuchi Gozo,f
Brute Ratel,Brute Ratel,f
Okubo Naoya,Okubo Naoya,f
Sekibayashi,Sekibayashi Jun,f
Tokita Ohma,Tokita Ohma,f
Ohma Tokita,Tokita Ohma,f
Wakatsuki Takeshi,Wakatsuki Takeshi,f
Takeshi Wakatsuki,Wakatsuki Takeshi,f
Wakatsuki,Wakatsuki,f
Yoroizuka Saw Paing,Yoroizuka Saw Paing,f
Kaoru,Kaoru,f
Takahisa,Takahisa,f
Yoshikazu,Yoshikazu,f
Hōka,Hōka,f
Hou?ka,Hoka,f
H(ō|o)u?ka Inumuta,Hōka Inumuta,f
Ira,Ira,f
Ira Gamag(ō|o)o?ri,Ira Gamagōri,f
Gamag(ō|o)o?ri Ira,Ira Gamagōri,f
Mako Mankanshoku,Mako Mankanshoku,f
Nonon,Nonon Jakuzure,f
Nui Harime,Nui Harime,f
Harime Nui,Nui Harime,f
Nui,Nui,f
One(-| )Stars?,One-Stars,f
Ragy(ō|o),Ragyō Kiryūin,f
Satsuki Kiry(ū|u)in,Satsuki Kiryūin,f
Tsumugu Kinagase,Tsumugu Kinagase,f
Tsumugu,Tsumugu,f
Uzu Sanageyama,Uzu Sanageyama,f
Uzu,Uzu,f
Baku Koshin,Baku Koshin,f
Genbou,Genbou,f
Go ?Kei,Go Kei,f
Gouma (Clan|Assassins?),Gouma Clan,f
Hyou,Hyou,f
Kai Shi Bou,Kai Shi Bou,f
Kakuriki,Kakuriki,f
Kensen,Kensen,f
Kyou En,Kyou En,f
Mu Ta,Mu Ta,f
Ren ?Pa,Ren Pa,f
Rin ?Ko,Rin Ko,f
Sai ?Ji,Sai Ji,f
Vicious Scarlet,Vicious Scarlet,f
Mindpuzzleman,Mindpuzzleman,f
King Cobra,King Cobra,f
TeaPackMan,TeaPackMan,f
Cubeman,Cubeman,f
Watchman,Watchman,f
Benkiman,Benkiman,f
Akuma Shogun,Akuma Shogun,f
Akuma Choujin,Akuma Choujin,t
Alexandria Meat,Alexandria Meat,f
Ash?uraman,Asuraman,f
Ataru Kinniku,Ataru Kinniku,f
Black ?Hole,Black Hole,f
Geronimo,Geronimo,f
Brocken Jr,Brocken Jr.,f
Buffaloman,Buffaloman,f
Check ?mate,Checkmate,f
Rikishiman,Rikishiman,f
Choujin Yokozuna,Choujin Yokozuna,f
Yokozuna Choujin,Choujin Yokozuna,f
Wolfman,Wolfman,f
Curry Cook,Curry Cook,f
Devil Knights?,Devil Knights,t
Sneagator,Sneagator,f
Planetman,Planetman,f
Junkman,Junkman,f
Ninja,Ninja,f
Sunshine,Sunshine,f
Shi Ka,Shi Ka,f
Kinnikuman,Kinnikuman,f
Kinnikuman Lady,Kinnikuman Lady,f
Kinnikuman Mariposa,Kinnikuman Mariposa,f
Kinnikuman Super Phoenix,Kinnikuman Super Phoenix,f
Kinnikuman Zebra,Kinnikuman Zebra,t
Motorman,Motorman,f
Manriki,Manriki,f
Bikeman,Bikeman,f
Parthenon,Parthenon,f
Mammothman,Mammothman,f
Neptuneman,Neptuneman,f
Pentagon,Pentagon,f
Mirageman,Mirageman,f
Abyssman,Abyssman,f
Painman,Painman,f
Ganman,Ganman,f
Thingman,Thingman,f
Dalmatiman,Dalmatiman,f
Jack Faucet,Jack Faucet,f
Crushman,Crushman,f
Max Radial,Max Radial,f
Marlinman,Marlinman,f
Prince Kamehame,Prince Kamehame,f
Ramenman,Ramenman,f
Road Rage,Road Rage,f
Dead Signal,Dead Signal,f
Robin Mask,Robin Mask,f
Satan Cross,Satan Cross,f
Screw Kid,Screw Kid,f
Kendaman,Kendaman,f
Stereo Cassette King,Stereo Cassette King,f
Kinnikuman Big Body,Kinnikuman Big Body,f
Pinchman,Pinchman,f
Leopardon,Leopardon,f
Golemman,Golemman,f
Cannonballer,Cannonballer,f
Terryman,Terryman,f
Warsman,Warsman,f
Dyna Blade,Dyna Blade,f
Escargoon,Escargoon,f
Knuckle Joe,Knuckle Joe,f
Gouriki Banchou,Gouriki Banchou,f
Akira Kongou,Akira Kongou,f
Machine Banchou,Machine Banchou,f
Aqua,Aqua,f
Megumin,Megumin,f
Kazuma,Kazuma,f
Beldia,Beldia,f
Verdia,Verdia,f
Agni,Agni,f
Chandra,Chandra,f
God Kubera,God Kubera,f
Clophe,Clophe,f
Gandharva,Gandharva,f
Hura,Hura,f
Maruna,Maruna,f
Pingara,Pingara,f
Riagara,Riagara,f
Sagara,Sagara,f
Samphati,Samphati,f
Tokita Niko,Tokita Niko,f
Sawada Keizaburo,Sawada Keizaburo,f
Rihito,Rihito,f
Nikaido Ren,Nikaido Ren,f
Muteba Gizenga,Muteba Gizenga,f
Hassad,Hassad,f
Chiba Takayuki,Chiba Takayuki,f
Beck,Beck,f
Tron,Tron,f
Rey Skywalker,Rey Skywalker,f
Rey,Rey,f
Jason X,Jason X,f
(Ü|U)ber Jason,Über Jason,f
Justin Pin,Justin Pin,f
Red Ribbon Army,Red Ribbon Army,t
Colonel Silver,Colonel Silver,f
Ninja Murasaki,Ninja Murasaki,f
Buyon,Buyon,f
General White,General White,f
Captain Yellow,Captain Yellow,f
Colonel Violet,Colonel Violet,f
Officer Black,Officer Black,f
Sergeant Metallic,Sergeant Metallic,f
Android 8,Android 8,f
Yokai,Yokai,f
Swarmlord,Swarmlord,f
General Amaya,General Amaya,f
Horace Pinker,Horace Pinker,f
RED Heavy,RED Heavy,f
BLU Heavy,BLU Heavy,f
Protag,Protag,f
Howard Twins,Howard Twins,f
Akira Howard,Akira Howard,f
Legion of Stationery,Legion of Stationery,t
Colored Pencils,Colored Pencils,f
Rubber Band,Rubber Band,f
Hole Punch,Hole Punch,f
Tape,Tape,f
Scissors,Scissors,f
Stapler,Stapler,f
Busto 2,Busto 2.0,f
Grey Trace,Grey Trace,f
STEM,STEM,f
Sunstar,Sunstar,f
Zelgius,Zelgius,f
(Sergeant|Sgt\.?) Schlock,Sergeant Schlock,f
Tenshi Hinanawi,Tenshi Hinanawi,f
Hinanawi Tenshi,Tenshi Hinanawi,f
Patchouli Knowledge,Patchouli Knowledge,f
Patchouli,Patchouli,f
Izetta,Izetta,f
Mileena,Mileena,f
Olivier (Mira )?Armstrong,Olivier Mira Armstrong,f
Ken,Ken,f
Merlyn,Merlyn,f
Eve,Eve,f
Sven Vollfied,Sven Vollfied,f
Hugo Hercules,Hugo Hercules,f
Charles Calvin,Charles Calvin,f
Charles,Charles,f
Ellie Rose,Ellie Rose,f
Ellie,Ellie,f
Strigoi,Strigoi,f
Quinlan,Quinlan,f
Master,Master,f
Brandon Breyer,Brandon Breyer,f
Tatsuya Suou,Tatsuya Suou,f
Mystery Inc(orporated)?,Mystery Inc.,t
Scooby(-| )(Doo(-| ))?Gang,Scooby Gang,t
Fred Jones,Fred Jones,f
Daphne,Daphne,f
Daphne Blake,Daphne Blake,f
Shaggy Rogers,Shaggy Rogers,f
Great Lakes Avengers,Great Lakes Avengers,t
Torasawa Aiko,Torasawa Aiko,f
Aiko Torasawa,Torasawa Aiko,f
Assassins,Assassins,t
Taipan,Taipan,f
Niles Roosevelt Axelrod,Niles Roosevelt Axelrod,f
Chad Fingerman,Chad Fingerman,f
Wistful Stan,Wistful Stan,f
Desert Regal,Desert Regal,f
Tanaka,Tanaka,f
Franky Townhouse,Franky Townhouse,f
Red Scorpion,Red Scorpion,f
Meat Stick,Meat Stick,f
Smush Walker,Smush Walker,f
Connie the Tank,Connie the Tank,f
Mamba Twins,Mamba Twins,f
David Bowie Knife,David Bowie Knife,f
El Sicario,El Sicario,f
Rumble Deathpatch,Rumble Deathpatch,f
Dave,Dave,f
Fuck Tarkington,Fuck Tarkington,f
Maxwell Bishop,Maxwell Bishop,f
Rankin,Rankin,f
Gort,Gort,f
Princess Remedy,Princess Remedy,f
Serleena,Serleena,f
Felt,Felt,f
Petelgeuse,Petelgeuse Romanee-Conti,f
White Whale,White Whale,f
Julius Juukulius,Julius Juukulius,f
Crusch,Crusch Karsten,f
Mechs?,Mechs,f
Back Lack,Back Lack,f
Bedivere,Bedivere,f
Goosefat Bill,Goosefat Bill,f
Kung Fu George,Kung Fu George,f
Mage,Mage,f
Mage King,Mage King,f
Lady of the Lake,Lady of the Lake,f
Mordred,Mordred,f
Percy,Percy,f
Rubio,Rubio,f
Uther Pendragon,Uther Pendragon,f
Wetstick,Wetstick,f
Tristan,Tristan,f
Sanae Kochiya,Sanae Kochiya,f
Sanae,Sanae,f
Toyosatomimi no Miko,Toyosatomimi no Miko,f
Pokey Minch,Pokey Minch,f
Yahweh,Yahweh,f
Franken(-| )?Castle,Franken-Castle,f
Typeface,Typeface,f
Chucky,Chucky,f
Prorok,Prorok,f
Block,Block,f
Meklavar,Meklavar,f
Takashi Shirogane,Takashi Shirogane,f
Valayun,Valayun,f
Pike,Pike,f
Nanashi,Nanashi,f
Wilhelm van Astrea,Wilhelm van Astrea,f
Metal Bat,Metal Bat,f
Wizard's Four,Wizard's Four,t
Frightful Four,Frightful Four,t
Wizard,Wizard,f
Trapster,Trapster,f
Dragon Man,Dragon Man,f
Klaw,Klaw,f
(Doctor|Dr)\\.? Doom,Doctor Doom,f
Bruiser,Bruiser,f
Guan,Guan,f
Rangi,Rangi,f
Yun,Yun,f
Rocket Prize Master,Rocket Prize Master,f
Adorabat,Adorabat,f
Mao ?Mao,Mao Mao,f
Luthor,Luthor,f
Badgerclops,Badgerclops,f
Another Zero-One,Another Zero-One,f
Grim Knight,Grim Knight,f
Chain Sumeragi,Chain Sumeragi,f
Amazon Sigma,Amazon Sigma,f
KickHopper,KickHopper,f
Another Kabuto,Another Kabuto,f
Chex Mix Squadron,Chex Mix Squadron,t
Fred Chexter,Fred Chexter,f
Wheatney Chexter,Wheatney Chexter,f
NaCl ?96,NaCl 96,f
Shane McBread,Shane McBread,f
Tychoben Arisaenn,Tychoben Arisaenn,f
Claude Frollo,Claude Frollo,f
Steve,Steve,f
Szass Tam,Szass Tam,f
Peepers,Peepers,f
Terror Twins,Terror Twins,f
Jessie,Jessie,f
Zophia,Zophia,f
Carnage Kabuto,Carnage Kabuto,f
Magma-?Tron,Magmatron,f
John Kramer,John Kramer,f
Jigsaw,Jigsaw,f
Harley Quinn?,Harley Quinn,f
Equuleus Sh(o|ō)ko,Equuleus Shōko,f
Pegasus Seiya,Pegasus Seiya,f
Bright ?burn,Brightburn,f
Elsa Granhie?rte?,Elsa Granhiert,f
Reinhardt? v(a|o)n Astrea,Reinhard van Astrea,f
Ahsoka,Ahsoka Tano,f
Velma Dinkley,Velma Dinkley,f
(Doctor|Dr\.?) Aphra,Doctor Aphra,f
Dr\.? O'? ?Ryen,Dr. O Ryen,f
Gold Cloth Saiya,Pegasus Seiya,f
Saint Seiya,Saint Seiya,f
Leopold Vermillion,Leopold Vermillion,f
Great Gazoo,Great Gazoo,f
Kryptonite Kid,Kryptonite Kid,f
Goombella,Goombella,f
Koops,Koops,f
Flurrie,Flurrie,f
Vivian,Vivian,f
Bobbery,Bobbery,f
Goombario,Goombario,f
Kooper,Kooper,f
Bombette,Bombette,f
Parakarry,Parakarry,f
Lady Bow,Lady Bow,f
Watt,Watt,f
Sushie,Sushie,f
Lakilester,Lakilester,f
Caulifla,Caulifla,f
Kefla,Kefla,f
Captain Zoom,Captain Zoom,f
Wheeljack,Wheeljack,f
Galarian Farfetch'd,Galarian Farfetch'd,f
Silverclaw,Silverclaw,f
Hibiki Tachibana,Hibiki Tachibana,f
Boros,Boros,f
Lord Boros,Lord Boros,f
Mizuki,Mizuki,f
Captain Mizuki,Captain Mizuki,f
Child Emperor,Child Emperor,f
Deep Sea King,Deep Sea King,f
DSK,DSK,f
Demonic Fan,Demonic Fan,f
Elder Centipede,Elder Centipede,f
Fubuki,Fubuki,f
Hellish Blizzard,Hellish Blizzard,f
Amai Mask,Sweet Mask,f
Sweet Mask,Sweet Mask,f
Kombu Infinity,Kombu Infinity,f
King Orochi,Monster King Orochi,f
Orochi,Orochi,f
Personification Of A Light Pull Cord,Personification Of A Light Pull Cord,f
Phoenix Man,Phoenix Man,f
Puri(-| )Puri Prisoner,Puri-Puri Prisoner,f
S(-| )Class Heroe?s?,S-class Heroes,t
Heroe?s? Association,Hero Association,t
S(-| )Class,S-class,t
Flashy Flash,Flashy Flash,f
Pig God,Pig God,f
King,King,f
Metal Knight,Metal Knight,f
Bofoi,Bofoi,f
Atomic Samurai,Atomic Samurai,f
Blast,Blast,f
Subterraneans?,Subterraneans,f
Suiryu,Suiryu,f
Tank Top Master,Tank Top Master,f
TTM,TTM,f
Tatsumaki,Tatsumaki,f
Terrible Tornado,Tatsumaki,f
Tornado of Terror,Tatsumaki,f
Monsters? Association,Monsters Association,t
Senior Centipede,Senior Centipede,f
Bug God,Bug God,f
Gale,Gale,f
Hellfire,Hellfire,f
Goddess Glasses,Goddess Glasses,f
Great Food Tub,Great Food Tub,f
Gums,Gums,f
Fuhrer Ugly,Fuhrer Ugly,f
Homeless Emperor,Homeless Emperor,f
Evil Natural Water,Evil Natural Water,f
Overgrown Rover,Overgrown Rover,f
Psykos,Psykos,f
Watchdog Man,Watchdog Man,f
Zombie ?man,Zombieman,f
Garterbelt,Garterbelt,f
Panty (&|and) Stocking,Panty and Stocking,t
Panty Anarchy,Panty Anarchy,f
Stocking Anarchy,Stocking Anarchy,f
Panty,Panty,f
Stocking,Stocking,f
Scanty (&|and) Kneesocks,Scanty and Kneesocks,t
Scanty,Scanty,f
Kneesocks,Kneesocks,f
Good Times Sloth,Good Times Sloth,f
Kersti,Kersti,f
Olivia,Olivia,f
Helicarriers?,Helicarrier,f
M'Baku,M'Baku,f
Black Noir,Black Noir,f
Remote,Remote,f
Michael Newman,Michael Newman,f
Adam Sandler,Adam Sandler,f
Mecha(-| )Naruto,Mecha-Naruto,f
Maple,Maple,f
eDust Assassin,eDust Assassin,f
Ozai,Ozai,f
General Iroh,General Iroh,f
Iroh II,Iroh II,f
Wei,Wei,f
Wing,Wing,f
Wing (and|&) Wei,Wing and Wei,f
Wei (and|&) Wing,Wing and Wei,f
Sally,Sally,f
Kami,Kami,f
Facilier,Dr. Facilier,f
Shadow Man,Shadow Man,f
Tommy Jarvis,Tommy Jarvis,f
Joe Vickers,Joe Vickers,f
Eiki ?Shiki,Eiki Shiki,f
Shiki ?Eiki,Eiki Shiki,f
Ran Yakumo,Ran Yakumo,f
Ran,Ran,f
Chen,Chen,f
Flandre Scarlet,Flandre Scarlet,f
Remilia Scarlet,Remilia Scarlet,f
Remilia,Remilia,f
Kasukabe Yo,Kasukabe Yo,f
Stealth,Stealth,f
Misasa,Misasa,f
Toa Mud(o|ō),Toa Mudō,f
Giganta,Giganta,f
Lord Slug,Lord Slug,f
Concussion,Concussion,f
Victor Alvarez,Victor Alvarez,f
Ebenezer Laughton,Ebenezer Laughton,f
Dario Agger,Dario Agger,f
Butcher,Butcher,f
Hookwolf,Hookwolf,f
Unicorn Jabu,Unicorn Jabu,f
Aries Mu,Aries Mu,f
Virgo Shaka,Virgo Shaka,f
Gemini Saga,Gemini Saga,f
Sobble,Sobble,f
Ash'?s?(-| )Greninja,Ash-Greninja,f
Bayleef,Bayleef,f
Chikorita,Chikorita,f
Roggnerola,Roggnerola,f
Boldore,Boldore,f
Buizel,Buizel,f
Bulbasaur,Bulbasaur,f
Impost(o|e)rs?,Impostor,f
Ghost ?face,Ghostface,f
Mr?s\.? Mowz,Ms. Mowz,f
Butterfree,Butterfree,f
Charmander,Charmander,f
Charmeleon,Charmeleon,f
Corphish,Corphish,f
Phanpy,Phanpy,f
Donphan,Donphan,f
Rockruff,Rockruff,f
Dusk Lycanroc,Dusk Lycanroc,f
Gible,Gible,f
Glalie,Glalie,f
Snorunt,Snorunt,f
Gliscor,Gliscor,f
Gligar,Gligar,f
Goodra,Goodra,f
Sliggoo,Sliggoo,f
Goomy,Goomy,f
Heracross,Heracross,f
Infernape,Infernape,f
Chimchar,Chimchar,f
Monferno,Monferno,f
Kingler,Kingler,f
Krabby,Krabby,f
Krookodile,Krookodile,f
Sandile,Sandile,f
Krokorok,Krokorok,f
Lapras,Lapras,f
Leavanny,Leavanny,f
Swadloon,Swadloon,f
Sewaddle,Sewaddle,f
Muk,Muk,f
Noctowl,Noctowl,f
Noivern,Noivern,f
Noibat,Noibat,f
Oshawott,Oshawott,f
Palpitoad,Palpitoad,f
Pidgeotto,Pidgeotto,f
Pignite,Pignite,f
Tepig,Tepig,f
Primeape,Primeape,f
Quilava,Quilava,f
Cyndaquil,Cyndaquil,f
Raticate,Raticate,f
Haunter,Haunter,f
Beedrill,Beedrill,f
Larvitar,Larvitar,f
Garchomp,Garchomp,f
Rotom,Rotom,f
Rowlet,Rowlet,f
Sceptile,Sceptile,f
Grovyle,Grovyle,f
Treecko,Treecko,f
Scraggy,Scraggy,f
Snivy,Snivy,f
Snorlax,Snorlax,f
Squirtle,Squirtle,f
Staraptor,Staraptor,f
Staravia,Staravia,f
Starly,Starly,f
Swellow,Swellow,f
Taillow,Taillow,f
Talonflame,Talonflame,f
Fletchling,Fletchling,f
Fletchinder,Fletchinder,f
Tauros,Tauros,f
Torkoal,Torkoal,f
Torracat,Torracat,f
Litten,Litten,f
Torterra,Torterra,f
Turtwig,Turtwig,f
Grotle,Grotle,f
Totodile,Totodile,f
Unfezant,Unfezant,f
Tranquill,Tranquill,f
Pidove,Pidove,f
Dawn,Dawn,t
Buneary,Buneary,f
Pachirisu,Pachirisu,f
Mamoswine,Mamoswine,f
Togekiss,Togekiss,f
Grimer,Grimer,f
Ambipom,Ambipom,f
Aipom,Aipom,f
Piplup,Piplup,f
Gary Oak,Gary Oak,t
Arcanine,Arcanine,f
Nidoqueen,Nidoqueen,f
Magmar,Magmar,f
Scizor,Scizor,f
Nidoking,Nidoking,f
Dodrio,Dodrio,f
Golem,Golem,f
Blastoise,Blastoise,f
Electivire,Electivire,f
Umbreon,Umbreon,f
Eevee,Eevee,f
Gladion,Gladion,f
Zoraork,Zoraork,f
Midnight Lycanroc,Midnight Lycanroc,f
Silvally,Silvally,f
Type:? Null,Type: Null,f
Kiawe,Kiawe,f
Alolan Marowak,Alolan Marowak,f
Turtonator,Turtonator,f
Lana,Lana,t
Dragonair,Dragonair,f
Primarina,Primarina,f
Brionne,Brionne,f
Popplio,Popplio,f
Sandy,Sandy,f
Arceus,Arceus,f
Articuno,Articuno,f
Dialga,Dialga,f
Entei,Entei,f
Genesect,Genesect,f
Hoopa,Hoopa,f
Keldeo,Keldeo,f
Kyogre,Kyogre,f
Kyurem,Kyurem,f
Landorus,Landorus,f
Latias,Latias,f
Latios,Latios,f
Raikou,Raikou,f
Suicune,Suicune,f
Lugia,Lugia,f
Lunala,Lunala,f
Mew,Mew,f
Mew(-| )?two,Mewtwo,f
Moltres,Moltres,f
Palkia,Palkia,f
Rayquaza,Rayquaza,f
Reshiram,Reshiram,f
Solgaleo,Solgaleo,f
Cosmog,Cosmog,f
Cosmoem,Cosmoem,f
Tapu Bulu,Tapu Bulu,f
Tapu Fini,Tapu Fini,f
Tapu Koko,Tapu Koko,f
Tapu Lele,Tapu Lele,f
Thundurus,Thundurus,f
Tornadus,Tornadus,f
Victini,Victini,f
Volcanion,Volcanion,f
Xerneas,Xerneas,f
Yveltal,Yveltal,f
Zapdos,Zapdos,f
Zekrom,Zekrom,f
Zeraora,Zeraora,f
Zygarde,Zygarde,f
Lillie,Lillie,t
Magearna,Magearna,f
Altaria,Altaria,f
Snowy,Snowy,f
Mallow,Mallow,t
Shaymin,Shaymin,f
Tsareena,Tsareena,f
Steenee,Steenee,f
Bounsweet,Bounsweet,f
Paul,Paul,t
Weavile,Weavile,f
Hariyama,Hariyama,f
Aggron,Aggron,f
Gastrodon,Gastrodon,f
Gir(a|i)tina,Giratina,f
Titania,Titania,f
Charlie the( Funland)? Robot,Charlie the Funland Robot,f
Dark Helmet,Dark Helmet,f
Plague,Plague,t
Rip (and|&) Grinder,Rip and Grinder,f
Hyun Cha,Hyun Cha,f
Ambush Bug,Ambush Bug,f
Paper Luigi,Paper Luigi,f
Peach,Peach,f
Paper Bowser,Paper Bowser,f
Paper Mario,Paper Mario,f
RPC(-| )?703,RPC-703,f
Ocelot,Ocelot,f
Revolver Ocelot,Revolver Ocelot,f
Hama,Hama,f
Columnix,Columnix,f
Sanderson Sisters,Sanderson Sisters,t
Winifred,Winifred,f
Mary,Mary,f
Summerween Trickster,Summerween Trickster,f
Larry Talbot,Larry Talbot,f
Wolf ?Man,Wolf Man,f
Mystery(-| )Machine,Mystery Machine,f
Shitass,Shitass,f
Zatoichi,Zatoichi,f
M(ay|ei) Chang,May Chang,f
Chitti,Chitti,f
Enthiran,Enthiran,f
Lion(-| )?O,Lion-O,f
Pong Krell,Pong Krell,f
Beheaded,Beheaded,f
Astounding Wolf(-| )?Man,Astounding Wolf-Man,f
Sandor the Bloodhound,Sandor the Bloodhound,f
Jesse,Jesse,f
Zarzamorra,Zarzamorra,f
Bethesda,Bethesda,f
Benjamin,Benjamin,f
Pallas Cat,Pallas Cat,f
Umbrella,Umbrella,f
7723,7723,f
Isabellae Ashiwara,Isabellae Ashiwara,f
(8|Eight)(th)? Gates? Guy,Might Guy,f
Wolfe Allelujah,Wolfe Allelujah,f
Bellatrix,Bellatrix Lestrange,f
Helltaker,Helltaker,f
Starlight,Starlight,f
Kimiko,Kimiko,f
Queen Maeve,Queen Maeve,f
Yasuo,Yasuo,f
Yone,Yone,f
Legion of the Damned,Legion of the Damned,f
Firebrand,Firebrand,f
Ro(ug|gu)e the Bat,Rouge the Bat,f
Rouge,Rouge,f
Jagaa+n,Jagaaaaaan,f
Jagasaki,Jagasaki,f
Hou ?ken,Hou ken,f
Han J(i|ee)(-| )?han,Han Jihan,f
Sun Wu ?Kong,Sun Wukong,f
Houdini,Houdini,f
Mega Boy,Mega Boy,f
Princess,Princess,f
Piranha Plants?,Piranha Plant,f
Cinderace,Cinderace,f
